Season,Team0,Team1,DayDate,Seed,Site,MOV,FG2M,FG2A,FG3M,FG3A,FT1M,FT1A,ORB,DRB,AST,TOVR,STL,BLK,PFL,Outcome
2022,3138,3397,2022-03-19,-9,1,-13,-2,7,6,14,-15,-19,-7,-12,1,-3,5,1,10,1
2022,3196,3416,2022-03-19,-3,0,-17,-10,-2,2,11,1,1,7,-3,-9,11,-4,-6,3,1
2022,3140,3437,2022-03-19,5,0,-4,-1,-5,0,-9,-2,-5,-2,7,0,8,-3,-3,0,1
2022,3166,3234,2022-03-20,8,-1,2,-1,-3,5,12,-1,2,8,7,-3,9,-6,1,2,0
2022,3208,3235,2022-03-20,-3,1,-23,-3,2,-5,-7,-12,-18,2,-6,0,3,-1,10,10,1
2022,3211,3257,2022-03-20,-8,1,-9,-7,-14,-2,-1,7,7,0,5,-3,9,-5,-2,-3,1
2022,3195,3268,2022-03-20,-8,1,-24,-5,6,4,19,-18,-24,1,-6,2,5,-2,-1,7,1
2022,3274,3376,2022-03-20,-7,0,-16,-7,-15,1,1,-3,-8,-15,-6,-3,4,1,-4,5,1
2022,3124,3377,2022-03-20,8,-1,-14,-3,3,-3,10,-5,-5,6,3,5,5,-6,1,4,1
2022,3242,3390,2022-03-20,-7,1,-26,-8,-2,-8,-15,-2,-1,-4,-6,-9,4,-8,-1,5,1
2022,3400,3428,2022-03-20,-5,1,22,12,10,-3,-14,1,6,5,6,3,-7,5,1,-4,0
2022,3163,3416,2022-03-21,-5,1,5,-2,2,1,8,8,3,0,-5,-1,-7,3,7,-3,0
2022,3231,3343,2022-03-21,-8,1,1,1,-19,-1,-5,0,1,-9,10,3,8,0,3,-2,0
2022,3276,3437,2022-03-21,-8,1,15,5,-1,-4,-8,9,14,10,13,3,2,0,-5,-11,0
2022,3243,3301,2022-03-21,-8,1,-32,-16,-15,-2,6,2,-2,-4,-4,-7,10,-4,1,1,1
2022,3112,3314,2022-03-21,1,-1,-18,-4,8,5,18,-15,-17,1,-9,-1,1,-3,0,15,1
2022,3323,3328,2022-03-21,1,-1,44,20,11,4,4,0,-3,-5,7,10,-15,9,0,7,0
2022,3261,3326,2022-03-21,3,-1,-15,-3,10,-8,-14,-1,6,6,-15,-8,-9,8,1,-8,1
2022,3125,3397,2022-03-21,-8,1,-3,-2,7,5,18,-4,-4,1,-6,-6,-1,3,-2,3,1
2022,3166,3235,2022-03-25,7,0,8,2,-5,3,0,1,1,-4,3,7,0,1,-2,-1,0
2022,3314,3376,2022-03-25,-4,0,-8,1,-17,-4,-8,-6,-6,-21,-1,4,-2,1,-3,2,1
2022,3268,3390,2022-03-25,-3,0,-6,-3,11,-3,-2,3,2,-5,-17,-7,-11,9,-7,1,1
2022,3326,3400,2022-03-25,-4,0,-3,0,6,2,8,-5,-8,2,0,1,0,-1,1,5,1
2022,3163,3231,2022-03-26,-1,1,17,8,19,2,11,-1,1,11,1,9,-6,3,1,1,0
2022,3257,3397,2022-03-26,-3,0,12,4,1,2,0,2,2,0,-6,6,-11,7,6,2,0
2022,3276,3377,2022-03-26,-7,0,3,1,0,-2,-3,3,1,5,5,-2,2,0,2,1,0
2022,3301,3323,2022-03-26,-4,0,3,-2,9,0,1,7,9,7,-7,0,-5,7,-5,-9,0
2022,3166,3376,2022-03-27,-9,0,-30,-7,1,4,12,-20,-22,-7,-17,7,4,-2,-5,10,1
2022,3390,3400,2022-03-27,-1,0,9,2,-1,-2,4,7,2,7,11,6,7,0,10,-2,0
2022,3163,3301,2022-03-28,1,0,4,5,11,-2,-2,-4,1,6,-7,-10,-6,1,-5,0,0
2022,3257,3276,2022-03-28,-2,0,12,9,12,2,1,-8,-11,-4,-4,3,-10,9,2,5,0
2022,3163,3390,2022-04-01,1,0,5,-2,-9,1,-9,8,7,1,7,4,8,-6,-1,0,0
2022,3257,3376,2022-04-01,0,0,-13,0,6,-5,-9,-8,-10,3,-6,-14,1,2,-2,6,1
2022,3163,3376,2022-04-03,-1,0,-15,0,-6,1,0,-16,-22,-15,-7,5,0,-2,1,10,1
